date,ticker,headline,sector,category,true_label
2023-10-10,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2023-10-11,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-10-13,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2023-10-17,CAT,CAT loses major contract to competitor,Industrials,Product,negative
2023-10-20,MARKET,"10-year Treasury yield reaches 2.334367921745437%, highest since 2018",Macro,Macro,neutral
2023-10-24,MARKET,Sector rotation: investors flee Energy for Energy amid global uncertainty,Macro,Macro,neutral
2023-10-25,CAT,CAT loses major contract to competitor,Industrials,Earnings,negative
2023-10-27,CAT,CAT loses major contract to competitor,Industrials,Merger,negative
2023-10-31,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Product,positive
2023-11-01,CAT,CAT wins $16B government contract,Industrials,Earnings,positive
2023-11-07,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2023-11-13,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2023-11-28,CAT,CAT wins $48B government contract,Industrials,Analyst,positive
2023-11-29,MARKET,Sector rotation: investors flee Healthcare for Technology amid global uncertainty,Macro,Macro,neutral
2023-11-30,MARKET,"CPI inflation comes in at 4.1976607109924675%, below consensus estimate",Macro,Macro,neutral
2023-12-01,CAT,CAT wins $2B government contract,Industrials,Merger,positive
2023-12-06,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2023-12-07,MARKET,"10-year Treasury yield reaches 5.005503305734363%, highest since 2016",Macro,Macro,neutral
2023-12-14,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2023-12-18,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2023-12-22,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-12-26,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-12-27,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-01-04,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2024-01-11,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-01-12,MARKET,"10-year Treasury yield reaches 3.255073962590171%, highest since 2012",Macro,Macro,neutral
2024-01-16,MARKET,"10-year Treasury yield reaches 4.240560993218297%, highest since 2018",Macro,Macro,negative
2024-01-23,MARKET,"10-year Treasury yield reaches 3.822625792607439%, highest since 2016",Macro,Macro,neutral
2024-01-31,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Merger,positive
2024-02-12,CAT,CAT wins $29B government contract,Industrials,Regulatory,positive
2024-02-13,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Product,negative
2024-02-15,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Merger,positive
2024-02-22,CAT,CAT wins $49B government contract,Industrials,Merger,positive
2024-03-01,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,neutral
2024-03-04,MARKET,VIX spikes to 37 as market volatility surges,Macro,Macro,neutral
2024-03-11,MARKET,"GDP growth revised to 2.8975782528458702%, economy shows resilience",Macro,Macro,neutral
2024-03-12,MARKET,"CPI inflation comes in at 2.0100894531844875%, below consensus estimate",Macro,Macro,neutral
2024-03-13,CAT,CAT wins $28B government contract,Industrials,Analyst,positive
2024-03-19,MARKET,"10-year Treasury yield reaches 3.485573768487044%, highest since 2017",Macro,Macro,neutral
2024-04-02,MARKET,"GDP growth revised to 4.753783041986239%, economy shows resilience",Macro,Macro,neutral
2024-04-04,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2024-04-08,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2024-04-12,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Regulatory,negative
2024-04-17,MARKET,Sector rotation: investors flee Technology for Consumer amid global uncertainty,Macro,Macro,neutral
2024-04-24,MARKET,"GDP growth revised to 4.427928232837705%, economy shows resilience",Macro,Macro,neutral
2024-04-30,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2024-05-09,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Product,positive
2024-05-13,MARKET,Sector rotation: investors flee Financials for Consumer amid global uncertainty,Macro,Macro,neutral
2024-05-24,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2024-05-29,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2024-05-30,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-05-31,MARKET,"CPI inflation comes in at 3.4787697326896305%, above consensus estimate",Macro,Macro,neutral
2024-06-03,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2024-06-17,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2024-06-21,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Analyst,negative
2024-06-25,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-07-01,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-07-15,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Regulatory,positive
2024-07-16,CAT,CAT wins $21B government contract,Industrials,Product,positive
2024-07-17,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,neutral
2024-08-07,MARKET,VIX spikes to 35 as market volatility surges,Macro,Macro,neutral
2024-08-08,CAT,CAT wins $47B government contract,Industrials,Product,positive
2024-08-13,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2024-08-26,MARKET,"GDP growth revised to 4.4283880773358%, economy shows resilience",Macro,Macro,neutral
2024-08-28,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2024-09-04,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Merger,negative
2024-09-05,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-09-11,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2024-09-13,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Analyst,positive
2024-09-18,MARKET,"GDP growth revised to 5.236478361087636%, economy shows resilience",Macro,Macro,neutral
2024-09-20,MARKET,"10-year Treasury yield reaches 2.1514938160948307%, highest since 2020",Macro,Macro,negative
2024-09-26,CAT,CAT loses major contract to competitor,Industrials,Analyst,negative
2024-09-27,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-10-02,CAT,CAT loses major contract to competitor,Industrials,Analyst,negative
2024-10-04,CAT,CAT wins $15B government contract,Industrials,Earnings,positive
2024-10-09,CAT,CAT wins $10B government contract,Industrials,Regulatory,positive
2024-10-16,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Merger,positive
2024-10-22,MARKET,"CPI inflation comes in at 4.131797764217978%, below consensus estimate",Macro,Macro,neutral
2024-10-25,MARKET,"GDP growth revised to 4.370635559283691%, economy shows weakness",Macro,Macro,negative
2024-10-28,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Merger,positive
2024-10-29,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-10-30,MARKET,"CPI inflation comes in at 4.158650025511912%, below consensus estimate",Macro,Macro,neutral
2024-11-04,CAT,CAT wins $46B government contract,Industrials,Regulatory,positive
2024-11-05,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Earnings,positive
2024-11-07,MARKET,"CPI inflation comes in at 5.955934879818108%, above consensus estimate",Macro,Macro,neutral
2024-11-13,MARKET,"GDP growth revised to 2.5218115079561745%, economy shows weakness",Macro,Macro,neutral
2024-11-14,CAT,CAT wins $29B government contract,Industrials,Merger,positive
2024-11-15,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2024-11-18,MARKET,Sector rotation: investors flee Financials for Industrials amid global uncertainty,Macro,Macro,positive
2024-11-20,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2024-11-22,MARKET,Sector rotation: investors flee Healthcare for Consumer amid global uncertainty,Macro,Macro,neutral
2024-11-26,MARKET,"CPI inflation comes in at 3.4653297926074496%, below consensus estimate",Macro,Macro,neutral
2024-12-02,MARKET,"CPI inflation comes in at 2.514020374815298%, below consensus estimate",Macro,Macro,neutral
2024-12-18,CAT,CAT loses major contract to competitor,Industrials,Analyst,negative
2024-12-19,CAT,"CAT faces raw material cost surge, margin guidance cut",Industrials,Earnings,negative
2024-12-27,CAT,CAT backlog hits record high on infrastructure spending,Industrials,Product,positive
2019-01-03,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2019-01-07,MARKET,"CPI inflation comes in at 3.8077393237715116%, above consensus estimate",Macro,Macro,neutral
2019-01-08,COP,"COP announces major DeepWater Basin discovery, adds 1B barrels to reserves",Energy,Merger,positive
2019-01-09,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-01-14,COP,COP writes down 5B in shale assets amid price decline,Energy,Product,negative
2019-01-16,MARKET,"10-year Treasury yield reaches 2.5779754601344624%, highest since 2013",Macro,Macro,neutral
2019-01-17,COP,"COP announces major DeepWater Basin discovery, adds 34B barrels to reserves",Energy,Earnings,positive
2019-01-23,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2019-01-28,COP,COP writes down 42B in shale assets amid price decline,Energy,Earnings,negative
2019-01-30,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-01-31,COP,"COP announces major DeepWater Basin discovery, adds 28B barrels to reserves",Energy,Regulatory,positive
2019-02-05,MARKET,"CPI inflation comes in at 5.935704887321316%, below consensus estimate",Macro,Macro,neutral
2019-02-08,COP,COP writes down 3B in shale assets amid price decline,Energy,Product,negative
2019-02-15,COP,"Oil prices surge 6%, COP benefiting from supply constraints",Energy,Earnings,positive
2019-02-19,MARKET,"GDP growth revised to 4.4855144738503725%, economy shows weakness",Macro,Macro,neutral
2019-02-20,MARKET,"GDP growth revised to 2.130037206380457%, economy shows weakness",Macro,Macro,neutral
2019-02-22,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-02-25,COP,COP writes down 42B in shale assets amid price decline,Energy,Merger,negative
2019-03-01,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2019-03-05,COP,"COP reports strong production growth, raises output guidance",Energy,Earnings,positive
2019-03-08,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2019-03-13,COP,"COP reports strong production growth, raises output guidance",Energy,Earnings,positive
2019-03-15,MARKET,"CPI inflation comes in at 5.585532202754864%, below consensus estimate",Macro,Macro,neutral
2019-03-19,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,neutral
2019-04-03,COP,COP writes down 41B in shale assets amid price decline,Energy,Earnings,negative
2019-04-04,MARKET,"CPI inflation comes in at 3.282478186597489%, above consensus estimate",Macro,Macro,neutral
2019-04-05,COP,"COP announces major DeepWater Basin discovery, adds 37B barrels to reserves",Energy,Regulatory,positive
2019-04-10,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2019-04-25,COP,COP writes down 40B in shale assets amid price decline,Energy,Analyst,negative
2019-04-29,MARKET,VIX spikes to 20 as market volatility surges,Macro,Macro,neutral
2019-05-02,COP,COP writes down 29B in shale assets amid price decline,Energy,Product,negative
2019-05-08,MARKET,"GDP growth revised to 4.299451597529132%, economy shows resilience",Macro,Macro,negative
2019-05-14,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2019-05-15,MARKET,"CPI inflation comes in at 4.2586029962274345%, above consensus estimate",Macro,Macro,neutral
2019-05-20,MARKET,"10-year Treasury yield reaches 4.9452844367655135%, highest since 2011",Macro,Macro,neutral
2019-05-21,COP,"COP reports strong production growth, raises output guidance",Energy,Product,positive
2019-05-22,MARKET,"10-year Treasury yield reaches 2.8526576687559664%, highest since 2011",Macro,Macro,neutral
2019-05-31,MARKET,"10-year Treasury yield reaches 2.8222465433596753%, highest since 2014",Macro,Macro,neutral
2019-06-05,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2019-06-06,MARKET,"CPI inflation comes in at 2.1803350888734463%, above consensus estimate",Macro,Macro,neutral
2019-06-07,COP,"Oil prices surge 9%, COP benefiting from supply constraints",Energy,Regulatory,positive
2019-06-21,COP,"COP announces major DeepWater Basin discovery, adds 36B barrels to reserves",Energy,Earnings,positive
2019-07-12,MARKET,"GDP growth revised to 5.805847814799662%, economy shows resilience",Macro,Macro,neutral
2019-07-16,MARKET,"GDP growth revised to 5.616736235765244%, economy shows weakness",Macro,Macro,neutral
2019-07-18,MARKET,"10-year Treasury yield reaches 5.195569494842262%, highest since 2010",Macro,Macro,neutral
2019-07-22,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2019-07-26,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-07-29,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2019-07-30,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2019-07-31,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-08-06,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-08-07,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2019-08-15,COP,"COP announces major DeepWater Basin discovery, adds 16B barrels to reserves",Energy,Product,positive
2019-08-19,COP,"COP reports strong production growth, raises output guidance",Energy,Product,positive
2019-08-20,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2019-08-21,MARKET,Sector rotation: investors flee Financials for Consumer amid global uncertainty,Macro,Macro,neutral
2019-08-23,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2019-08-27,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2019-09-03,MARKET,"CPI inflation comes in at 4.577443055772068%, below consensus estimate",Macro,Macro,neutral
2019-09-13,COP,"Oil prices surge 16%, COP benefiting from supply constraints",Energy,Earnings,positive
2019-09-30,COP,COP writes down 22B in shale assets amid price decline,Energy,Merger,negative
2019-10-01,COP,COP writes down 49B in shale assets amid price decline,Energy,Merger,negative
2019-10-02,COP,COP writes down 42B in shale assets amid price decline,Energy,Product,negative
2019-10-03,COP,"Oil prices surge 20%, COP benefiting from supply constraints",Energy,Product,positive
2019-10-07,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-10-18,COP,COP writes down 46B in shale assets amid price decline,Energy,Product,negative
2019-10-25,MARKET,"GDP growth revised to 5.886237269155506%, economy shows weakness",Macro,Macro,neutral
2019-10-28,COP,COP writes down 45B in shale assets amid price decline,Energy,Product,negative
2019-11-04,MARKET,"GDP growth revised to 5.365982977699861%, economy shows weakness",Macro,Macro,neutral
2019-11-07,COP,"Oil prices surge 13%, COP benefiting from supply constraints",Energy,Regulatory,positive
2019-11-08,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-11-14,MARKET,"10-year Treasury yield reaches 5.9750014033295695%, highest since 2016",Macro,Macro,neutral
2019-11-15,COP,COP writes down 25B in shale assets amid price decline,Energy,Regulatory,negative
2019-11-20,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2019-11-27,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2019-11-29,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-12-04,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2019-12-05,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2019-12-10,MARKET,"GDP growth revised to 5.308367854025507%, economy shows weakness",Macro,Macro,neutral
2019-12-11,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2019-12-12,COP,"COP announces major DeepWater Basin discovery, adds 5B barrels to reserves",Energy,Regulatory,positive
2019-12-13,COP,COP writes down 18B in shale assets amid price decline,Energy,Regulatory,negative
2019-12-18,MARKET,"10-year Treasury yield reaches 5.816676961134402%, highest since 2019",Macro,Macro,neutral
2019-12-19,MARKET,VIX spikes to 35 as market volatility surges,Macro,Macro,neutral
2019-12-26,MARKET,"10-year Treasury yield reaches 4.819839026689128%, highest since 2019",Macro,Macro,neutral
2019-12-30,MARKET,"CPI inflation comes in at 2.2972345252549764%, above consensus estimate",Macro,Macro,neutral
2020-01-02,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-01-08,COP,COP writes down 24B in shale assets amid price decline,Energy,Earnings,negative
2020-01-09,COP,"Oil prices surge 17%, COP benefiting from supply constraints",Energy,Earnings,positive
2020-01-17,MARKET,"10-year Treasury yield reaches 3.4378423218385237%, highest since 2013",Macro,Macro,neutral
2020-01-28,MARKET,Sector rotation: investors flee Energy for Financials amid global uncertainty,Macro,Macro,neutral
2020-01-30,MARKET,VIX spikes to 20 as market volatility surges,Macro,Macro,neutral
2020-02-07,COP,COP writes down 3B in shale assets amid price decline,Energy,Earnings,negative
2020-02-10,MARKET,Sector rotation: investors flee Industrials for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-02-25,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2020-02-27,COP,COP writes down 1B in shale assets amid price decline,Energy,Analyst,negative
2020-03-11,COP,COP writes down 32B in shale assets amid price decline,Energy,Earnings,negative
2020-04-08,COP,"Oil prices surge 24%, COP benefiting from supply constraints",Energy,Earnings,positive
2020-04-13,MARKET,"GDP growth revised to 5.276557657833665%, economy shows weakness",Macro,Macro,negative
2020-04-14,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2020-04-17,COP,"COP reports strong production growth, raises output guidance",Energy,Earnings,positive
2020-04-20,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2020-04-29,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,positive
2020-05-05,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2020-05-08,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2020-05-12,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2020-05-14,MARKET,Sector rotation: investors flee Financials for Consumer amid global uncertainty,Macro,Macro,neutral
2020-05-20,COP,"Oil prices surge 7%, COP benefiting from supply constraints",Energy,Product,positive
2020-05-22,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,negative
2020-05-28,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2020-05-29,COP,COP writes down 10B in shale assets amid price decline,Energy,Regulatory,negative
2020-06-04,COP,"Oil prices surge 17%, COP benefiting from supply constraints",Energy,Merger,positive
2020-06-05,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2020-06-10,MARKET,Sector rotation: investors flee Consumer for Technology amid global uncertainty,Macro,Macro,neutral
2020-06-17,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2020-06-22,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-06-24,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2020-06-25,COP,"COP reports strong production growth, raises output guidance",Energy,Earnings,positive
2020-06-30,MARKET,VIX spikes to 29 as market volatility surges,Macro,Macro,neutral
2020-07-07,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2020-07-08,MARKET,"CPI inflation comes in at 5.848224745280868%, below consensus estimate",Macro,Macro,neutral
2020-07-10,COP,"COP announces major DeepWater Basin discovery, adds 47B barrels to reserves",Energy,Analyst,positive
2020-07-20,COP,COP writes down 1B in shale assets amid price decline,Energy,Earnings,negative
2020-07-29,COP,"COP announces major DeepWater Basin discovery, adds 37B barrels to reserves",Energy,Product,positive
2020-07-30,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2020-08-04,MARKET,"GDP growth revised to 5.3177517298763%, economy shows resilience",Macro,Macro,negative
2020-08-05,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2020-08-06,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2020-08-10,COP,"Oil prices surge 14%, COP benefiting from supply constraints",Energy,Merger,positive
2020-08-17,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2020-08-19,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2020-08-20,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2020-09-03,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2020-09-08,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2020-09-11,MARKET,VIX spikes to 34 as market volatility surges,Macro,Macro,neutral
2020-09-18,MARKET,"10-year Treasury yield reaches 5.414077424785306%, highest since 2017",Macro,Macro,neutral
2020-09-24,COP,"Oil prices surge 26%, COP benefiting from supply constraints",Energy,Regulatory,positive
2020-09-25,MARKET,Sector rotation: investors flee Energy for Technology amid global uncertainty,Macro,Macro,neutral
2020-09-29,MARKET,VIX spikes to 36 as market volatility surges,Macro,Macro,neutral
2020-09-30,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2020-10-06,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2020-10-14,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2020-10-16,MARKET,VIX spikes to 30 as market volatility surges,Macro,Macro,neutral
2020-10-19,COP,COP cuts dividend as oil prices remain weak,Energy,Analyst,negative
2020-10-20,MARKET,"GDP growth revised to 5.861911556798432%, economy shows resilience",Macro,Macro,neutral
2020-10-23,COP,"Oil prices surge 9%, COP benefiting from supply constraints",Energy,Merger,positive
2020-10-26,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2020-11-09,COP,"Oil prices surge 10%, COP benefiting from supply constraints",Energy,Product,positive
2020-11-10,COP,COP writes down 7B in shale assets amid price decline,Energy,Earnings,negative
2020-11-11,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-11-12,COP,COP writes down 17B in shale assets amid price decline,Energy,Merger,negative
2020-11-16,COP,"COP reports strong production growth, raises output guidance",Energy,Merger,positive
2020-11-17,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2020-11-19,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-11-20,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2020-12-02,COP,"Oil prices surge 9%, COP benefiting from supply constraints",Energy,Analyst,positive
2020-12-04,COP,"COP announces major DeepWater Basin discovery, adds 36B barrels to reserves",Energy,Product,positive
2020-12-09,COP,"Oil prices surge 16%, COP benefiting from supply constraints",Energy,Earnings,positive
2020-12-18,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2020-12-23,COP,"Oil prices surge 15%, COP benefiting from supply constraints",Energy,Earnings,positive
2020-12-29,MARKET,Sector rotation: investors flee Consumer for Energy amid global uncertainty,Macro,Macro,neutral
2020-12-31,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2021-01-06,MARKET,"GDP growth revised to 5.526415089462626%, economy shows resilience",Macro,Macro,neutral
2021-01-11,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2021-01-12,COP,"Oil prices surge 26%, COP benefiting from supply constraints",Energy,Regulatory,positive
2021-01-14,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2021-01-15,MARKET,Sector rotation: investors flee Healthcare for Consumer amid global uncertainty,Macro,Macro,neutral
2021-01-21,COP,COP writes down 11B in shale assets amid price decline,Energy,Analyst,negative
2021-01-22,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2021-01-27,MARKET,"GDP growth revised to 4.573016356340872%, economy shows resilience",Macro,Macro,negative
2021-02-05,MARKET,"GDP growth revised to 3.1009316461048675%, economy shows resilience",Macro,Macro,neutral
2021-02-08,COP,"COP announces major DeepWater Basin discovery, adds 35B barrels to reserves",Energy,Regulatory,positive
2021-02-12,COP,"COP reports strong production growth, raises output guidance",Energy,Regulatory,positive
2021-02-17,MARKET,"GDP growth revised to 3.0503033628513587%, economy shows resilience",Macro,Macro,positive
2021-02-18,MARKET,"GDP growth revised to 5.788007785240249%, economy shows weakness",Macro,Macro,negative
2021-02-26,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2021-03-05,COP,"Oil prices surge 10%, COP benefiting from supply constraints",Energy,Merger,positive
2021-03-16,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2021-03-19,COP,COP cuts dividend as oil prices remain weak,Energy,Regulatory,negative
2021-03-31,COP,"Oil prices surge 7%, COP benefiting from supply constraints",Energy,Regulatory,positive
2021-04-08,COP,COP cuts dividend as oil prices remain weak,Energy,Merger,negative
2021-04-28,COP,"Oil prices surge 8%, COP benefiting from supply constraints",Energy,Product,positive
2021-05-04,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-05-10,MARKET,"GDP growth revised to 2.654074837813786%, economy shows resilience",Macro,Macro,neutral
2021-05-11,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2021-05-24,MARKET,"CPI inflation comes in at 4.211455353437472%, above consensus estimate",Macro,Macro,neutral
2021-06-03,MARKET,VIX spikes to 26 as market volatility surges,Macro,Macro,neutral
2021-06-07,MARKET,"GDP growth revised to 4.316208276313964%, economy shows weakness",Macro,Macro,neutral
2021-06-17,COP,COP cuts dividend as oil prices remain weak,Energy,Product,negative
2021-07-08,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-07-15,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-07-19,COP,COP writes down 32B in shale assets amid price decline,Energy,Earnings,negative
2021-07-22,MARKET,VIX spikes to 21 as market volatility surges,Macro,Macro,neutral
2021-07-27,MARKET,"CPI inflation comes in at 3.733860607366689%, below consensus estimate",Macro,Macro,neutral
2021-07-28,MARKET,VIX spikes to 33 as market volatility surges,Macro,Macro,neutral
2021-07-30,COP,COP writes down 40B in shale assets amid price decline,Energy,Analyst,negative
2021-08-02,MARKET,"CPI inflation comes in at 2.073595539126262%, below consensus estimate",Macro,Macro,neutral
2021-08-03,COP,"COP announces major DeepWater Basin discovery, adds 12B barrels to reserves",Energy,Merger,positive
2021-08-04,MARKET,Sector rotation: investors flee Industrials for Healthcare amid global uncertainty,Macro,Macro,negative
2021-08-09,COP,"COP reports strong production growth, raises output guidance",Energy,Earnings,positive
2021-08-10,COP,"COP reports strong production growth, raises output guidance",Energy,Analyst,positive
2021-08-18,COP,"Oil prices surge 25%, COP benefiting from supply constraints",Energy,Earnings,positive
2021-08-23,COP,"COP announces major DeepWater Basin discovery, adds 2B barrels to reserves",Energy,Merger,positive
2021-08-24,COP,"COP announces major DeepWater Basin discovery, adds 35B barrels to reserves",Energy,Earnings,positive
2021-08-26,COP,COP cuts dividend as oil prices remain weak,Energy,Earnings,negative
2021-08-27,COP,"COP announces major DeepWater Basin discovery, adds 5B barrels to reserves",Energy,Earnings,positive
2021-09-03,MARKET,"CPI inflation comes in at 5.341038632670681%, below consensus estimate",Macro,Macro,neutral
2021-09-14,COP,COP writes down 45B in shale assets amid price decline,Energy,Product,negative
2021-09-15,COP,"COP reports strong production growth, raises output guidance",Energy,Product,positive
2021-09-28,MARKET,"GDP growth revised to 4.3591838766713575%, economy shows resilience",Macro,Macro,neutral
